file,contract,status,error,current_slots,recommended_slots,saved_slots,current_wasted,recommended_wasted,saved_wasted,strategy,imports_removed,functions_removed,modifiers_removed,types_replaced,structs_total,structs_improved,struct_saved_slots
real/openzeppelin/contracts/mocks/AuthorityMock.sol,AuthorityObserveIsConsuming,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),2,9,0,0,0,0,0
real/openzeppelin/contracts/mocks/AuthorityMock.sol,NotAuthorityMock,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),2,9,0,0,0,0,0
real/openzeppelin/contracts/mocks/Base64Dirty.sol,Base64Dirty,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),1,1,0,0,0,0,0
real/openzeppelin/contracts/mocks/BatchCaller.sol,BatchCaller,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),1,1,0,0,0,0,0
real/openzeppelin/contracts/mocks/CallReceiverMock.sol,CallReceiverMock,OK,,1,1,0,0,0,0,DP-bitmask (optim absolut),0,17,0,0,0,0,0
real/openzeppelin/contracts/mocks/CallReceiverMock.sol,CallReceiverMockTrustingForwarder,OK,,1,1,0,12,12,0,DP-bitmask (optim absolut),0,17,0,0,0,0,0
real/openzeppelin/contracts/mocks/compound/CompTimelock.sol,CompTimelock,OK,,4,4,0,24,24,0,DP-bitmask (optim absolut),0,9,0,0,0,0,0
real/openzeppelin/contracts/mocks/ConstructorMock.sol,ConstructorMock,OK,,1,1,0,31,31,0,DP-bitmask (optim absolut),0,1,0,0,0,0,0
real/openzeppelin/contracts/mocks/ContextMock.sol,ContextMock,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),1,5,0,0,0,0,0
real/openzeppelin/contracts/mocks/ContextMock.sol,ContextMockCaller,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),1,5,0,0,0,0,0
real/openzeppelin/contracts/mocks/crosschain/ERC7786GatewayMock.sol,ERC7786GatewayMock,OK,,1,1,0,0,0,0,DP-bitmask (optim absolut),2,2,0,0,0,0,0
real/openzeppelin/contracts/mocks/crosschain/ERC7786RecipientMock.sol,ERC7786RecipientMock,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),1,3,0,0,0,0,0
real/openzeppelin/contracts/mocks/docs/access-control/AccessControlERC20MintBase.sol,AccessControlERC20MintBase,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),2,2,0,0,0,0,0
real/openzeppelin/contracts/mocks/docs/access-control/AccessControlERC20MintMissing.sol,AccessControlERC20MintMissing,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),2,3,0,0,0,0,0
real/openzeppelin/contracts/mocks/docs/access-control/AccessControlERC20MintOnlyRole.sol,AccessControlERC20Mint,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),2,3,0,0,0,0,0
real/openzeppelin/contracts/mocks/docs/access-control/AccessControlModified.sol,AccessControlModified,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),1,1,0,0,0,0,0
real/openzeppelin/contracts/mocks/docs/access-control/AccessManagedERC20MintBase.sol,AccessManagedERC20Mint,OK,,0,0,0,0,0,0,DP-bitmask (optim absolut),2,2,0,0,0,0,0
